animalId,animalName,location,age,ageStatus,microchipId,species,breed1,breed2,sex,color1,color2,size,sterilized,vaccinated,houseTrained,registrationDate,shelterTenure,specialNeeds,goodWithDogs,goodWithCats,goodWithOther,goodWithChildren,fosterStatus
31754,Saffire,foster home,4,baby,YjQCaSRwSbIqfPl,dog,Mixed Breed,None,female,brown,None,medium,yes,yes,yes,2019-01-20,101,no,no,yes,no,no,Not available to foster
31755,Blacky,home,2,baby,aYAC4O2CE90Fi5P,dog,Mixed Breed,Mixed Breed,male,black,None,small,no,no,no,2019-03-04,58,no,yes,yes,yes,yes,Adopted
31756,Tzu Girl,shelter,64,adult,Xl5d5UcCYDaBQZG,dog,Shih Tzu,None,female,brown,None,medium,no,no,yes,2019-03-16,46,no,no,no,yes,yes,Available to foster
31757,Aslan,foster home,2,baby,D4CYTwNCKjynZFS,cat,Domestic Short Hair,None,male,golden,cream,medium,no,no,yes,2019-04-21,10,no,no,no,yes,no,Not available to foster
31758,Pikachu,home,4,baby,iLKSUbd5Tzk1Axo,cat,Siamese,None,female,brown,gray,large,no,no,yes,2019-01-07,114,no,no,yes,yes,yes,Adopted
31759,Bon,shelter,12,young,NCDL8Vbg4hclSu7,cat,Tuxedo,None,male,black,white,medium,yes,no,yes,2019-01-04,117,no,no,yes,no,no,Available to foster
31760,Baby 1,shelter,2,baby,Gmx1PmPtx6mrrAO,dog,Mixed Breed,None,female,black,None,small,no,no,yes,2019-02-11,79,no,no,yes,yes,no,Available to foster
31761,Baby / Bubbles,home,2,baby,Upv3jYkRfFA67zO,dog,Labrador Retriever,Jack Russell Terrier,male,black,brown,small,no,yes,yes,2019-04-16,15,no,yes,yes,yes,no,Adopted
31762,Sampson,home,2,baby,b701DKCg7QUUK65,cat,Domestic Short Hair,None,male,black,None,medium,no,yes,yes,2019-02-10,80,no,yes,yes,yes,no,Adopted
31763,Nala,foster home,2,baby,kP2mrJTPILrJG8R,dog,Mixed Breed,Mixed Breed,female,brown,None,medium,no,yes,yes,2019-04-16,15,no,no,no,yes,yes,Not available to foster
31764,Sushi,home,6,baby,T43ByQyRZzNDYGC,dog,Poodle,None,female,brown,cream,medium,no,yes,yes,2019-01-11,110,no,yes,yes,yes,yes,Adopted
31765,Jagoo,foster home,9,young,gkkVhUB2OsjL7aS,cat,Bengal,Domestic Short Hair,male,gray,None,medium,no,no,yes,2019-02-01,89,no,no,no,yes,no,Not available to foster
31766,Spot,foster home,2,baby,8AgY3u8UQ1vjzYO,cat,Domestic Short Hair,Domestic Short Hair,male,yellow,None,small,no,no,yes,2019-04-14,17,no,yes,yes,yes,no,Not available to foster
31767,No name,home,2,baby,ymdUx1BWR3x40kA,cat,Domestic Short Hair,None,male,yellow,white,medium,no,no,no,2019-01-20,101,no,yes,yes,yes,no,Adopted
31768,No name,home,12,young,iGYnPIpgaFV49JL,dog,Mixed Breed,None,male,cream,None,medium,no,no,no,2019-03-05,57,no,no,no,yes,no,Adopted
31769,Bette,home,3,baby,TPgF9MA0vbJXTeH,cat,Calico,None,female,black,yellow,small,no,no,no,2019-02-19,71,no,no,no,yes,yes,Adopted
31770,Sasa,home,3,baby,7VYywPlhyM4sGdO,dog,Mixed Breed,None,female,golden,None,medium,no,yes,yes,2019-02-26,64,no,no,no,no,yes,Adopted
31771,Mr Publika,shelter,4,baby,PH9LRsMLK5BAbkf,cat,Tuxedo,None,male,black,white,medium,no,yes,yes,2019-02-23,67,no,no,no,no,no,Available to foster
31772,Milo,foster home,6,baby,z95gJ02rKMNxrS3,cat,Domestic Short Hair,None,male,brown,None,medium,no,yes,no,2019-01-31,90,no,no,yes,yes,yes,Not available to foster
31773,M6,shelter,2,baby,g9YtxniH4YibYdT,dog,Mixed Breed,Mixed Breed,female,cream,None,medium,no,no,no,2019-01-04,117,no,yes,no,yes,no,Available to foster
31774,Goldie,shelter,5,baby,2Mdbc3cWhDqsSu0,dog,Labrador Retriever,Mixed Breed,female,golden,None,medium,no,yes,yes,2019-01-17,104,no,yes,yes,yes,no,Available to foster
31775,Mo Mo,home,3,baby,EIJWpNwDvX9Yzqd,dog,Terrier,None,male,black,white,medium,yes,no,yes,2019-01-06,115,no,yes,no,yes,yes,Adopted
31776,Josephine,foster home,2,baby,31FV8k2TysXU0OV,dog,Mixed Breed,None,female,brown,white,medium,no,no,no,2019-04-05,26,no,yes,no,yes,yes,Not available to foster
31777,Bushy Bushy,shelter,2,baby,oXxcLIGirexMrYe,dog,Mixed Breed,None,male,black,white,medium,no,no,yes,2019-04-03,28,no,yes,no,yes,yes,Pending
31778,Bailey,foster home,2,baby,M7rftN3gOpZQCek,dog,Mixed Breed,None,female,black,brown,medium,no,no,yes,2019-01-18,103,no,yes,no,yes,no,Not available to foster
31779,Emily,shelter,2,baby,8kXCjyDXky2PHXI,dog,Mixed Breed,Mixed Breed,female,black,brown,medium,no,no,yes,2019-02-07,83,no,yes,yes,yes,yes,Available to foster
31780,Junior,foster home,2,baby,HGUqDAnLHaOY2xx,cat,Domestic Short Hair,Domestic Short Hair,male,black,brown,small,no,no,yes,2019-01-31,90,no,no,yes,yes,yes,Not available to foster
31781,Wonder,shelter,12,young,36ryPIOXFlsGBTG,cat,Domestic Short Hair,None,female,black,brown,medium,no,yes,yes,2019-02-14,76,no,yes,yes,yes,yes,Pending
31782,ADIK,home,14,young,GJrRurU8XhFqRct,cat,Domestic Short Hair,Siamese,male,brown,cream,medium,no,yes,no,2019-03-12,50,no,no,no,yes,no,Adopted
31783,Wiki,home,3,baby,LziQHlIyV5MoIox,cat,Domestic Short Hair,None,male,yellow,white,medium,no,no,yes,2019-04-14,17,no,no,no,yes,no,Adopted
31784,Kitten RA11,foster home,1,baby,DQVtpnpzbjJ9Vd8,cat,Domestic Short Hair,None,female,black,yellow,medium,no,no,yes,2019-02-27,63,no,yes,yes,yes,yes,Not available to foster
31785,Missy,foster home,3,baby,6uxxtm4cMYOJVBH,dog,Mixed Breed,None,female,white,None,medium,no,no,yes,2019-04-26,5,no,yes,no,yes,no,Not available to foster
31786,Gia,foster home,36,adult,AlmnmIuZC2iWUVg,dog,Husky,None,female,brown,cream,large,yes,no,yes,2019-03-25,37,no,yes,yes,yes,no,Not available to foster
31787,Xiao Bao,foster home,7,young,SCOUsb6buP9yYx8,cat,Domestic Short Hair,None,male,black,white,medium,no,no,yes,2019-03-14,48,no,yes,yes,yes,no,Not available to foster
31788,Miracle (blacky),home,7,young,bQHkfSrTbqPSCT5,dog,Mixed Breed,Mixed Breed,female,black,None,medium,yes,yes,yes,2019-02-02,88,no,no,no,no,no,Adopted
31789,Leo,shelter,3,baby,1WwBVMlAvmpl1JY,dog,Mixed Breed,None,male,brown,None,medium,no,yes,yes,2019-03-07,55,no,yes,no,yes,yes,Pending
31790,Molly (short-term Ownership OK),home,15,young,qOl8Jz9divFOsYT,dog,Mixed Breed,None,female,black,brown,medium,yes,yes,yes,2019-04-03,28,no,yes,no,yes,no,Adopted
31791,Little,home,1,baby,Dcxz2jX1GFw3biM,dog,Mixed Breed,Belgian Shepherd Malinois,female,black,brown,large,no,yes,no,2019-01-06,115,no,no,yes,yes,yes,Adopted
31792,LEO,home,2,baby,5770b8MvjGX8fks,cat,Domestic Short Hair,None,male,golden,None,small,no,no,no,2019-04-06,25,no,yes,yes,yes,yes,Adopted
31793,Milo,home,9,young,A7cC2Qnbg8kQmBi,cat,Domestic Short Hair,None,female,gray,None,medium,no,no,yes,2019-02-13,77,no,no,yes,yes,yes,Adopted
31794,Pitiful MUMMY,foster home,36,adult,HAwQqyKFrufsGtH,dog,Mixed Breed,None,female,yellow,white,medium,yes,yes,no,2019-01-27,94,no,no,yes,yes,no,Not available to foster
31795,Swagger,home,3,baby,V4rBJB8Uf0qp6sz,cat,Domestic Short Hair,None,male,black,white,medium,no,no,yes,2019-03-06,56,no,yes,no,yes,yes,Adopted
31796,JoJo,foster home,48,adult,2llPclNASVl5R5L,dog,Poodle,None,female,cream,None,small,yes,yes,yes,2019-03-28,34,no,no,no,yes,yes,Not available to foster
31797,Lulu,foster home,3,baby,ngmWCCjJCwHBNLe,cat,Domestic Short Hair,Domestic Short Hair,female,black,yellow,medium,no,no,yes,2019-01-07,114,no,yes,no,yes,yes,Not available to foster
31798,GINGER,shelter,60,adult,S8wmL1k0ciFunvI,cat,Domestic Short Hair,None,male,yellow,None,medium,yes,yes,no,2019-03-31,31,no,no,no,yes,yes,Available to foster
31799,Koko,home,18,young,p0bwmEIhkSMFAGZ,cat,Persian,Oriental Long Hair,male,brown,cream,large,no,yes,yes,2019-02-22,68,no,yes,yes,yes,no,Adopted
